1.7812284,High,GSM4451493_60h_APF_1,FBgn0259821
0.0012021915,Low,GSM4451493_60h_APF_1,FBgn0037228
0.0055730087,Low,GSM4451493_60h_APF_1,FBgn0037230
0.14961503,Low,GSM4451493_60h_APF_1,FBgn0037240
0.11590162,Low,GSM4451493_60h_APF_1,FBgn0087013
1.1986423,High,GSM4451493_60h_APF_1,FBgn0037295
1.7402471,High,GSM4451493_60h_APF_1,FBgn0083949
2.0462098,High,GSM4451493_60h_APF_1,FBgn0053202
0.18014532,Low,GSM4451493_60h_APF_1,FBgn0037533
0.03260809,Low,GSM4451493_60h_APF_1,FBgn0037546
0.8283479,High,GSM4451493_60h_APF_1,FBgn0037676
0.5395606,High,GSM4451493_60h_APF_1,FBgn0037736
0.015799133,Low,GSM4451493_60h_APF_1,FBgn0037743
0.0044222,Low,GSM4451493_60h_APF_1,FBgn0037788
0.29324374,Intermediate,GSM4451493_60h_APF_1,FBgn0086359
0.8676277,High,GSM4451493_60h_APF_1,FBgn0083950
0.6654966,High,GSM4451493_60h_APF_1,FBgn0053512
0.11669283,Low,GSM4451493_60h_APF_1,FBgn0037979
0.09881272,Low,GSM4451493_60h_APF_1,FBgn0051361
0.0,Low,GSM4451493_60h_APF_1,FBgn0038072
3.2901776,High,GSM4451493_60h_APF_1,FBgn0000024
0.7850512,High,GSM4451493_60h_APF_1,FBgn0038149
0.0,Low,GSM4451493_60h_APF_1,FBgn0038172
0.17997108,Low,GSM4451493_60h_APF_1,FBgn0266756
0.0006641821,Low,GSM4451493_60h_APF_1,FBgn0028984
0.64873594,High,GSM4451493_60h_APF_1,FBgn0285925
1.7917008,High,GSM4451493_60h_APF_1,FBgn0038498
0.0012266869,Low,GSM4451493_60h_APF_1,FBgn0010389
0.45672855,Intermediate,GSM4451493_60h_APF_1,FBgn0051221
1.0933414,High,GSM4451493_60h_APF_1,FBgn0260003
1.506953,High,GSM4451493_60h_APF_1,FBgn0083975
1.7442428,High,GSM4451493_60h_APF_1,FBgn0262869
0.15826832,Low,GSM4451493_60h_APF_1,FBgn0016917
0.035349455,Low,GSM4451493_60h_APF_1,FBgn0051195
0.870669,High,GSM4451493_60h_APF_1,FBgn0013995
0.005629621,Low,GSM4451493_60h_APF_1,FBgn0000083
0.0,Low,GSM4451493_60h_APF_1,FBgn0038879
1.1352783,High,GSM4451493_60h_APF_1,FBgn0038881
2.1264546,High,GSM4451493_60h_APF_1,FBgn0038975
3.2350895,High,GSM4451493_60h_APF_1,FBgn0017590
1.1234827,High,GSM4451493_60h_APF_1,FBgn0039064
0.39781865,Intermediate,GSM4451493_60h_APF_1,FBgn0039089
0.11090075,Low,GSM4451493_60h_APF_1,FBgn0039113
0.18959627,Low,GSM4451493_60h_APF_1,FBgn0011785
0.5971021,High,GSM4451493_60h_APF_1,FBgn0000039
0.7108693,High,GSM4451493_60h_APF_1,FBgn0004118
0.0006234363,Low,GSM4451493_60h_APF_1,FBgn0046685
0.006483467,Low,GSM4451493_60h_APF_1,FBgn0039257
0.009142671,Low,GSM4451493_60h_APF_1,FBgn0039332
3.0264318,High,GSM4451493_60h_APF_1,FBgn0016061
1.275883,High,GSM4451493_60h_APF_1,FBgn0085382
1.315712,High,GSM4451493_60h_APF_1,FBgn0039584
0.0096306885,Low,GSM4451493_60h_APF_1,FBgn0039617
0.0,Low,GSM4451493_60h_APF_1,FBgn0039640
3.3282454,High,GSM4451493_60h_APF_1,FBgn0039647
0.01425139,Low,GSM4451493_60h_APF_1,FBgn0263236
0.0,Low,GSM4451493_60h_APF_1,FBgn0039682
0.0,Low,GSM4451493_60h_APF_1,FBgn0039685
0.14070421,Low,GSM4451493_60h_APF_1,FBgn0001280
0.89484125,High,GSM4451493_60h_APF_1,FBgn0035179
2.3860307,High,GSM4451493_60h_APF_1,FBgn0013342
0.34547424,Intermediate,GSM4451493_60h_APF_1,FBgn0027594
