0.007225288,Low,adult,FBgn0267431
0.06484478,Low,adult,FBgn0259821
0.1256201,Low,adult,FBgn0037295
0.5911298,High,adult,FBgn0083949
0.15151802,Low,adult,FBgn0037533
0.15044747,Low,adult,FBgn0037536
0.060731523,Low,adult,FBgn0037546
0.10017576,Low,adult,FBgn0037609
0.02538052,Low,adult,FBgn0037638
0.06888659,Low,adult,FBgn0037647
0.15041357,Low,adult,FBgn0037648
0.25115508,Intermediate,adult,FBgn0037676
0.0531022,Low,adult,FBgn0037680
0.09545219,Low,adult,FBgn0037736
0.0063840505,Low,adult,FBgn0037788
0.03365217,Low,adult,FBgn0086359
0.008200769,Low,adult,FBgn0259740
0.0,Low,adult,FBgn0022359
0.19693585,Low,adult,FBgn0083950
1.9299586,High,adult,FBgn0020910
0.08289495,Low,adult,FBgn0053512
0.07578485,Low,adult,FBgn0051361
0.9700847,High,adult,FBgn0038039
0.4275538,Intermediate,adult,FBgn0038053
0.7034683,High,adult,FBgn0038063
0.0057117343,Low,adult,FBgn0038087
0.0,Low,adult,FBgn0003308
0.18514602,Low,adult,FBgn0260793
1.244688,High,adult,FBgn0000024
0.0029096983,Low,adult,FBgn0038172
0.093467265,Low,adult,FBgn0011582
0.031286728,Low,adult,FBgn0266756
0.110248506,Low,adult,FBgn0260659
0.02996488,Low,adult,FBgn0051344
0.0126090655,Low,adult,FBgn0038320
0.0,Low,adult,FBgn0038407
1.5736412,High,adult,FBgn0285925
0.60265154,High,adult,FBgn0038498
0.08218943,Low,adult,FBgn0261046
0.02662824,Low,adult,FBgn0038542
0.0,Low,adult,FBgn0010389
0.01995532,Low,adult,FBgn0038593
0.0,Low,adult,FBgn0028670
0.84362864,High,adult,FBgn0270928
0.4586918,Intermediate,adult,FBgn0038653
0.6983722,High,adult,FBgn0261262
0.028670026,Low,adult,FBgn0261285
3.6373677,High,adult,FBgn0051221
0.00601366,Low,adult,FBgn0038720
0.014802482,Low,adult,FBgn0003011
0.27968597,Intermediate,adult,FBgn0038739
0.47248122,Intermediate,adult,FBgn0083975
1.0705614,High,adult,FBgn0262869
0.04624252,Low,adult,FBgn0016917
0.12211833,Low,adult,FBgn0024944
0.03860152,Low,adult,FBgn0013995
0.1899691,Low,adult,FBgn0038881
0.060119644,Low,adult,FBgn0038890
0.112830296,Low,adult,FBgn0028688
0.021680027,Low,adult,FBgn0263351
0.64963394,High,adult,FBgn0038975
2.0824997,High,adult,FBgn0017590
0.618373,High,adult,FBgn0039064
0.026960172,Low,adult,FBgn0039067
0.0,Low,adult,FBgn0039083
0.29807222,Intermediate,adult,FBgn0039089
3.3087897,High,adult,FBgn0013343
0.18288307,Low,adult,FBgn0039187
0.4409488,Intermediate,adult,FBgn0000036
0.20513195,Intermediate,adult,FBgn0000039
0.5737057,High,adult,FBgn0004118
0.061116718,Low,adult,FBgn0046685
0.0012694129,Low,adult,FBgn0039257
0.19905342,Low,adult,FBgn0039277
0.2680802,Intermediate,adult,FBgn0039303
0.008553179,Low,adult,FBgn0039304
0.065472595,Low,adult,FBgn0039357
0.0,Low,adult,FBgn0250757
0.6261956,High,adult,FBgn0001139
0.07932459,Low,adult,FBgn0039420
0.18052801,Low,adult,FBgn0250908
0.38330975,Intermediate,adult,FBgn0016061
0.3785745,Intermediate,adult,FBgn0039528
0.1416291,Low,adult,FBgn0085382
0.30101445,Intermediate,adult,FBgn0039584
0.0069686417,Low,adult,FBgn0039617
0.23408954,Intermediate,adult,FBgn0039637
0.15671149,Low,adult,FBgn0028671
1.6556511,High,adult,FBgn0039647
1.1000844,High,adult,FBgn0004369
0.80752516,High,adult,FBgn0040623
0.6218757,High,adult,FBgn0039681
0.22362304,Intermediate,adult,FBgn0039741
0.0,Low,adult,FBgn0016123
0.08094812,Low,adult,FBgn0039844
1.6431528,High,adult,FBgn0000557
0.01960696,Low,adult,FBgn0035145
0.35538688,Intermediate,adult,FBgn0264574
0.106504805,Low,adult,FBgn0283500
0.21369325,Intermediate,adult,FBgn0035244
2.8810897,High,adult,FBgn0013342
0.049814675,Low,adult,FBgn0025725
0.07729215,Low,adult,FBgn0027594
0.0,Low,adult,FBgn0086906
0.067010745,Low,adult,FBgn0010909
0.12825148,Low,adult,FBgn0026189
0.24564782,Intermediate,adult,FBgn0035400
0.02699505,Low,adult,FBgn0035449
1.1047162,High,adult,FBgn0003943
0.023359561,Low,adult,FBgn0035523
1.4149699,High,adult,FBgn0260657
0.0016223899,Low,adult,FBgn0028699
0.8145469,High,adult,FBgn0005775
0.015555032,Low,adult,FBgn0035586
1.5815912,High,adult,FBgn0085447
0.124556415,Low,adult,FBgn0004619
0.547109,High,adult,FBgn0260660
0.8581517,High,adult,FBgn0265296
0.09977598,Low,adult,FBgn0012058
0.01169562,Low,adult,FBgn0014011
0.19075581,Low,adult,FBgn0035805
0.09054766,Low,adult,FBgn0024187
0.03402467,Low,adult,FBgn0263219
0.104361,Low,adult,FBgn0263930
0.0031418498,Low,adult,FBgn0043806
1.2827157,High,adult,FBgn0264000
0.0046781735,Low,adult,FBgn0036116
0.104550585,Low,adult,FBgn0036141
0.31775957,Intermediate,adult,FBgn0036202
0.08955924,Low,adult,FBgn0013997
0.0879283,Low,adult,FBgn0020655
0.027386302,Low,adult,FBgn0014007
0.20606282,Intermediate,adult,FBgn0261674
0.14476915,Low,adult,FBgn0036316
0.12006248,Low,adult,FBgn0036337
0.03696279,Low,adult,FBgn0041604
0.005292418,Low,adult,FBgn0259175
0.14362414,Low,adult,FBgn0040230
0.075494826,Low,adult,FBgn0259824
0.33748704,Intermediate,adult,FBgn0036623
0.062432624,Low,adult,FBgn0004108
0.15986894,Low,adult,FBgn0025582
0.0,Low,adult,FBgn0042641
0.054485664,Low,adult,FBgn0027057
0.67396057,High,adult,FBgn0016797
0.29496866,Intermediate,adult,FBgn0052206
0.2308306,Intermediate,adult,FBgn0036893
0.0,Low,adult,FBgn0036910
0.09668184,Low,adult,FBgn0004852
0.02750914,Low,adult,FBgn0261574
0.3203726,Intermediate,adult,FBgn0036986
0.15336598,Low,adult,FBgn0284421
0.035724156,Low,adult,FBgn0037019
0.3732596,Intermediate,adult,FBgn0052432
