1.371908,High,GSM4451491_48h_APF_1,FBgn0267431
0.81386536,High,GSM4451491_48h_APF_1,FBgn0259821
0.08377552,Low,GSM4451491_48h_APF_1,FBgn0037295
0.5676124,High,GSM4451491_48h_APF_1,FBgn0083949
0.20052741,Intermediate,GSM4451491_48h_APF_1,FBgn0037533
0.0900741,Low,GSM4451491_48h_APF_1,FBgn0037536
0.98341334,High,GSM4451491_48h_APF_1,FBgn0037546
0.13954064,Low,GSM4451491_48h_APF_1,FBgn0037609
0.053449195,Low,GSM4451491_48h_APF_1,FBgn0037638
0.11669271,Low,GSM4451491_48h_APF_1,FBgn0037647
0.10865339,Low,GSM4451491_48h_APF_1,FBgn0037648
0.015641537,Low,GSM4451491_48h_APF_1,FBgn0037676
0.28379485,Intermediate,GSM4451491_48h_APF_1,FBgn0037680
0.52270156,High,GSM4451491_48h_APF_1,FBgn0037736
0.0021872632,Low,GSM4451491_48h_APF_1,FBgn0037788
0.18999685,Low,GSM4451491_48h_APF_1,FBgn0086359
0.078930534,Low,GSM4451491_48h_APF_1,FBgn0259740
0.005204932,Low,GSM4451491_48h_APF_1,FBgn0022359
0.97129214,High,GSM4451491_48h_APF_1,FBgn0083950
1.5601717,High,GSM4451491_48h_APF_1,FBgn0020910
0.76807374,High,GSM4451491_48h_APF_1,FBgn0053512
0.31473213,Intermediate,GSM4451491_48h_APF_1,FBgn0051361
0.3123515,Intermediate,GSM4451491_48h_APF_1,FBgn0038039
0.0031138859,Low,GSM4451491_48h_APF_1,FBgn0038053
0.17858925,Low,GSM4451491_48h_APF_1,FBgn0038063
0.002155027,Low,GSM4451491_48h_APF_1,FBgn0038087
0.00039967272,Low,GSM4451491_48h_APF_1,FBgn0003308
0.02152572,Low,GSM4451491_48h_APF_1,FBgn0260793
1.0231975,High,GSM4451491_48h_APF_1,FBgn0000024
0.0,Low,GSM4451491_48h_APF_1,FBgn0038172
1.0414051,High,GSM4451491_48h_APF_1,FBgn0011582
0.0063181277,Low,GSM4451491_48h_APF_1,FBgn0266756
0.15615447,Low,GSM4451491_48h_APF_1,FBgn0260659
0.070456795,Low,GSM4451491_48h_APF_1,FBgn0051344
0.19669965,Low,GSM4451491_48h_APF_1,FBgn0038320
0.0036413877,Low,GSM4451491_48h_APF_1,FBgn0038407
0.33903158,Intermediate,GSM4451491_48h_APF_1,FBgn0285925
3.0200284,High,GSM4451491_48h_APF_1,FBgn0038498
0.6011907,High,GSM4451491_48h_APF_1,FBgn0261046
0.0058722696,Low,GSM4451491_48h_APF_1,FBgn0038542
0.0009887349,Low,GSM4451491_48h_APF_1,FBgn0010389
